Year,State,District,Water Level
2021-22,Rajasthan,Sikar,>40 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,East Siang,10 to 20 Pre Monsoon (in mbgl)
2019-20,Haryana,Panchkula,10 to 20 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Muzaffarnagar,10 to 20 Pre Monsoon (in mbgl)
2019-20,Haryana,Yamuna Nagar,10 to 20 Pre Monsoon (in mbgl)
2021-22,Gujarat,Chhota Udaipur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Goa,Canacona,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Jhansi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Palamu,5 to 10 Pre Monsoon (in mbgl)
2020-21,Telangana,Medchal-Malkajgiri,10 to 20 Pre Monsoon (in mbgl)
2019-20,Assam,Karimganj,0 to 2 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Doda,2 to 5 Pre Monsoon (in mbgl)
2019-20,West Bengal,Kolkata,5 to 10 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Anuppur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Kerala,Alappuzha,2 to 5 Pre Monsoon (in mbgl)
2019-20,Telangana,Nizamabad,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Balod,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Sahibganj,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Sheohar,2 to 5 Pre Monsoon (in mbgl)
2020-21,Telangana,Khammam,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Nilgiris,2 to 5 Pre Monsoon (in mbgl)
2021-22,Telangana,Peddapalli,5 to 10 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Longding,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl)
2021-22,West Bengal,Bardhaman,2 to 5 Pre Monsoon (in mbgl)
2020-21,Himachal Pradesh,Una,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tripura,West Tripura,2 to 5 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Bhilwara,10 to 20 Pre Monsoon (in mbgl)
2021-22,Meghalaya,North Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Garhwa,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Khandwa,5 to 10 Pre Monsoon (in mbgl)
2019-20,Haryana,Hisar,10 to 20 Pre Monsoon (in mbgl)
2019-20,West Bengal,Paschim Bardhaman,2 to 5 Pre Monsoon (in mbgl)
2021-22,Telangana,Jogulamba Gadwal,10 to 20 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Salem,5 to 10 Pre Monsoon (in mbgl)
2019-20,Delhi,South-West Delhi,10 to 20 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Ramgarh,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Mandsaur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Gumla,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Jodhpur,>40 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Chitrakoot,10 to 20 Pre Monsoon (in mbgl)
2019-20,Karnataka,Davangere,5 to 10 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Kondagaon,5 to 10 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Virudhunagar,10 to 20 Pre Monsoon (in mbgl)
2019-20,Bihar,Supaul,2 to 5 Pre Monsoon (in mbgl)
2020-21,Nagaland,Zunheboto,2 to 5 Pre Monsoon (in mbgl)
2021-22,Karnataka,Haveri,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Sant Kabir Nagar,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Palamu,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Gandhinagar,20 to 40 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Jhalawar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Firozabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Dausa,20 to 40 Pre Monsoon (in mbgl)
2019-20,Odisha,Subarnapur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Punjab,Faridkot,10 to 20 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Raipur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Meghalaya,East Khasi Hills,2 to 5 Pre Monsoon (in mbgl)
2021-22,Tripura,Dhalai,2 to 5 Pre Monsoon (in mbgl)
2021-22,Bihar,Aurangabad,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Budaun,10 to 20 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Tiruppur,10 to 20 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Guna,5 to 10 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Pratapgarh,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Reasi,2 to 5 Pre Monsoon (in mbgl)
2019-20,Puducherry,Yanam,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Sehore,10 to 20 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Kawardha/ Kabirdham,5 to 10 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Lower Dibang Valley,2 to 5 Pre Monsoon (in mbgl)
2019-20,Assam,Jorhat,0 to 2 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Budgam,0 to 2 Pre Monsoon (in mbgl)
2020-21,Bihar,Gaya,5 to 10 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Chandrapur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Andhra Pradesh,West Godavari,2 to 5 Pre Monsoon (in mbgl)
2021-22,Daman and Diu,Diu,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Moradabad,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Kasganj,5 to 10 Pre Monsoon (in mbgl)
2020-21,Telangana,Nirmal,5 to 10 Pre Monsoon (in mbgl)
2020-21,Karnataka,Dakshina Kannada,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttarakhand,Pithoragarh,10 to 20 Pre Monsoon (in mbgl)
2020-21,Gujarat,Ahmedabad,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Mahesana,10 to 20 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Dibang Valley,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Sahibganj,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Singrauli,5 to 10 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Damoh,5 to 10 Pre Monsoon (in mbgl)
2020-21,Gujarat,Amreli,5 to 10 Pre Monsoon (in mbgl)
2020-21,Assam,Barpeta,2 to 5 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Pakke Kessang,0 to 2 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Deoghar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Balrampur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Odisha,Nayagarh,2 to 5 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Amravati,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Sivaganga,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Azamgarh,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Tapi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Mahasamund,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Bokaro,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Jaunpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Chandauli,0 to 2 Pre Monsoon (in mbgl)
2020-21,Assam,Chirang,2 to 5 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Harda,5 to 10 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Pakur,5 to 10 Pre Monsoon (in mbgl)
2019-20,West Bengal,Uttar Dinajpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Karnataka,Davangere,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Mahabubabad,10 to 20 Pre Monsoon (in mbgl)
2021-22,Delhi,Shahdara,10 to 20 Pre Monsoon (in mbgl)
2019-20,Bihar,Rohtas,5 to 10 Pre Monsoon (in mbgl)
2020-21,Assam,Hojai,2 to 5 Pre Monsoon (in mbgl)
2020-21,Ladakh,Leh,10 to 20 Pre Monsoon (in mbgl)
2020-21,Telangana,Karimnagar,5 to 10 Pre Monsoon (in mbgl)
2019-20,Karnataka,Chamarajanagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Kaushambi,10 to 20 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Khunti,5 to 10 Pre Monsoon (in mbgl)
2021-22,West Bengal,Alipurduar,0 to 2 Pre Monsoon (in mbgl)
2019-20,Chhattisgarh,Koriya,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttarakhand,Nainital,10 to 20 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Perambalur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Puducherry,Karaikal,2 to 5 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Mahi Banswara,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Kathua,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Chengalpattu,5 to 10 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,Prakasam,10 to 20 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Godda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Dhar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Faridabad,5 to 10 Pre Monsoon (in mbgl)
2019-20,Meghalaya,Ri-Bhoi,2 to 5 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Sawai Madhopur,10 to 20 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Bilaspur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Madurai,10 to 20 Pre Monsoon (in mbgl)
2020-21,Bihar,Sheohar,2 to 5 Pre Monsoon (in mbgl)
2019-20,Haryana,Jhajjar,2 to 5 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,Kurnool,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Tiruvannamalai,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,Saran,5 to 10 Pre Monsoon (in mbgl)
2019-20,Odisha,Malkangiri,2 to 5 Pre Monsoon (in mbgl)
2019-20,Karnataka,Mandya,2 to 5 Pre Monsoon (in mbgl)
2019-20,Telangana,Peddapalli,5 to 10 Pre Monsoon (in mbgl)
2020-21,Bihar,Samastipur,5 to 10 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Alwar,20 to 40 Pre Monsoon (in mbgl)
2019-20,Assam,Bongaigaon,2 to 5 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Rajsamand,10 to 20 Pre Monsoon (in mbgl)
2021-22,Punjab,Pathankot,10 to 20 Pre Monsoon (in mbgl)
2021-22,Andaman and Nicobar Islands,Havelock Island,0 to 2 Pre Monsoon (in mbgl)
2021-22,West Bengal,Paschim Barddhaman,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Hoshangabad,5 to 10 Pre Monsoon (in mbgl)
2019-20,Goa,Tiswadi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Katihar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Puri,2 to 5 Pre Monsoon (in mbgl)
2020-21,Bihar,Kaimur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Gujarat,Rajkot,10 to 20 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Ranchi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Upper Siang,10 to 20 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Satna,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Sant Ravidas Nagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Palwal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Bulandshahr,10 to 20 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Ramanathapuram,2 to 5 Pre Monsoon (in mbgl)
2020-21,Punjab,Moga,20 to 40 Pre Monsoon (in mbgl)
2019-20,Bihar,Kishanganj,2 to 5 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Dibang Valley,2 to 5 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Narayanpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Punjab,Kapurthala,10 to 20 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Amravati,5 to 10 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,East Siang,2 T0 5 Pre Monsoon (in mbgl)
2021-22,Arunachal Pradesh,Lower Subansiri,5 to 10 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Simdega,5 to 10 Pre Monsoon (in mbgl)
2020-21,Odisha,Balangir,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Lakhimpur Kheri,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Kupwara,2 to 5 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Farrukhabad,10 to 20 Pre Monsoon (in mbgl)
2021-22,Andhra Pradesh,Nellore,2 to 5 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Mahasamund,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tripura,Dhalai,2 to 5 Pre Monsoon (in mbgl)
2020-21,Bihar,Munger,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Barabanki,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Chandauli,2 to 5 Pre Monsoon (in mbgl)
2021-22,Jammu and Kashmir,Bandipora,0 to 2 Pre Monsoon (in mbgl)
2019-20,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl)
2019-20,West Bengal,Darjeeling,2 to 5 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Dantewada,5 to 10 Pre Monsoon (in mbgl)
2019-20,Delhi,North-East Delhi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Janjgir-Champa,2 to 5 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Mirzapur,10 to 20 Pre Monsoon (in mbgl)
2019-20,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl)
2020-21,Nagaland,Dimapur,10 to 20 Pre Monsoon (in mbgl)
2021-22,West Bengal,Cooch Behar,2 to 5 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Akola,10 to 20 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Dewas,5 to 10 Pre Monsoon (in mbgl)
2020-21,Haryana,Fatehabad,20 to 40 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Kolhapur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Assam,Baksa,2 to 5 Pre Monsoon (in mbgl)
2019-20,Assam,Kokrajhar,2 to 5 Pre Monsoon (in mbgl)
2019-20,Bihar,Madhepura,2 to 5 Pre Monsoon (in mbgl)
2021-22,Bihar,Samastipur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Bihar,Muzaffarpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Gulbarga,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Jhabua,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Lohardaga,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Satna,5 to 10 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Udaipur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Maharashtra,Raigad,2 to 5 Pre Monsoon (in mbgl)
2019-20,Punjab,Fazilka,5 to 10 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Churu,20 to 40 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Bijnor,10 to 20 Pre Monsoon (in mbgl)
2020-21,Bihar,Saran,5 to 10 Pre Monsoon (in mbgl)
2020-21,Telangana,Nizamabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Himachal Pradesh,Chamba,N.A. Pre Monsoon (in mbgl)
2021-22,Meghalaya,South West Garo Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Himachal Pradesh,Hamirpur,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Chhatarpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Arunachal Pradesh,Lohit,2 to 5 Pre Monsoon (in mbgl)
2021-22,Punjab,Sangrur,20 to 40 Pre Monsoon (in mbgl)
2019-20,Andaman and Nicobar Islands,South Andaman,0 to 2 Pre Monsoon (in mbgl)
2019-20,Karnataka,Koppal,5 to 10 Pre Monsoon (in mbgl)
2020-21,Odisha,Nabarangapur,5 to 10 Pre Monsoon (in mbgl)
2021-22,West Bengal,Paschim Medinipur,10 to 20 Pre Monsoon (in mbgl)
2019-20,Himachal Pradesh,Lahul & Spiti,N.A. Pre Monsoon (in mbgl)
2019-20,Maharashtra,Nandurbar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Jammu and Kashmir,Anantnag,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Lucknow,10 to 20 Pre Monsoon (in mbgl)
2019-20,Odisha,Ganjam,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Farrukhabad,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Lucknow,10 to 20 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Bemetara,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Ghaziabad,10 to 20 Pre Monsoon (in mbgl)
2021-22,Andhra Pradesh,Krishna,2 to 5 Pre Monsoon (in mbgl)
2019-20,Madhya Pradesh,Bhopal,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Barabanki,5 to 10 Pre Monsoon (in mbgl)
2021-22,Delhi,Central Delhi,5 to 10 Pre Monsoon (in mbgl)
2020-21,Bihar,Bhagalpur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sultanpur,2 to 5 Pre Monsoon (in mbgl)
2020-21,Meghalaya,Ri Bhoi,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tamil Nadu,Viluppuram,5 to 10 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Salem,10 to 20 Pre Monsoon (in mbgl)
2020-21,West Bengal,Nadia,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Ghaziabad,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Amravati,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Etawah,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,Aurangabad,5 to 10 Pre Monsoon (in mbgl)
2020-21,Andhra Pradesh,Krishna,5 to 10 Pre Monsoon (in mbgl)
2021-22,Telangana,Rajanna Sircilla,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Dhanbad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10 to 20 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Guna,10 to 20 Pre Monsoon (in mbgl)
2021-22,Tripura,Gomati,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Hapur,10 to 20 Pre Monsoon (in mbgl)
2020-21,Jharkhand,Ranchi,5 to 10 Pre Monsoon (in mbgl)
2019-20,Telangana,Medak,20 to 40 Pre Monsoon (in mbgl)
2019-20,Assam,Dhemaji,2 to 5 Pre Monsoon (in mbgl)
2019-20,Assam,Dibrugarh,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Garhwa,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Panchkula,2 to 5 Pre Monsoon (in mbgl)
2019-20,Telangana,Warangal Urban,10 to 20 Pre Monsoon (in mbgl)
2020-21,Daman and Diu,Daman,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,Munger,5 to 10 Pre Monsoon (in mbgl)
2021-22,Karnataka,Kodagu,10 to 20 Pre Monsoon (in mbgl)
2019-20,Punjab,Faridkot,5 to 10 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Ganderbal,0 to 2 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Baghpat,20 to 40 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Sambhal,10 to 20 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Jhansi,5 to 10 Pre Monsoon (in mbgl)
2019-20,Kerala,Wayanad,5 to 10 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Ambedkar Nagar,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Varanasi,5 to 10 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Changlang,2 to 5 Pre Monsoon (in mbgl)
2019-20,Telangana,Medchal-Malkajgiri,10 to 20 Pre Monsoon (in mbgl)
2019-20,Andhra Pradesh,Chittoor,10 to 20 Pre Monsoon (in mbgl)
2019-20,Arunachal Pradesh,Kra Daadi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Pakur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Saharanpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Bhandara,5 to 10 Pre Monsoon (in mbgl)
2021-22,Assam,Nagaon,2 to 5 Pre Monsoon (in mbgl)
2019-20,Haryana,Mewat,5 to 10 Pre Monsoon (in mbgl)
2021-22,Assam,Majuli,2 to 5 Pre Monsoon (in mbgl)
2021-22,West Bengal,Hooghly,0 to 2 Pre Monsoon (in mbgl)
2019-20,Jharkhand,Khunti,5 to 10 Pre Monsoon (in mbgl)
2019-20,Karnataka,Kolar,2 to 5 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Bilaspur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Rajasthan,Chittorgarh,10 to 20 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Yavatmal,5 to 10 Pre Monsoon (in mbgl)
2019-20,Maharashtra,Gadchiroli,5 to 10 Pre Monsoon (in mbgl)
2021-22,Chhattisgarh,Bijapur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Haryana,Faridabad,20 to 40 Pre Monsoon (in mbgl)
2020-21,West Bengal,Murshidabad,2 to 5 Pre Monsoon (in mbgl)
2021-22,Nagaland,Kohima,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Nilgiris,2 to 5 Pre Monsoon (in mbgl)
2020-21,Tripura,Gomati,2 to 5 Pre Monsoon (in mbgl)
2021-22,Assam,Charaideo,2 to 5 Pre Monsoon (in mbgl)
2021-22,Madhya Pradesh,Shajapur,5 to 10 Pre Monsoon (in mbgl)
2021-22,Jharkhand,Giridih,5 to 10 Pre Monsoon (in mbgl)
2019-20,West Bengal,Murshidabad,5 to 10 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Bhadohi,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Bulandshahr,5 to 10 Pre Monsoon (in mbgl)
2019-20,Bihar,East Champaran,2 to 5 Pre Monsoon (in mbgl)
2020-21,Goa,Satari,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Barnala,20 to 40 Pre Monsoon (in mbgl)
2020-21,West Bengal,South 24 Parganas,5 to 10 Pre Monsoon (in mbgl)
2021-22,Odisha,Jagatsinghapur,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Gorakhpur,2 to 5 Pre Monsoon (in mbgl)
2019-20,Tamil Nadu,Tenkasi,5 to 10 Pre Monsoon (in mbgl)
2019-20,Punjab,Sas Nagar/Mohali,20 to 40 Pre Monsoon (in mbgl)
2019-20,Rajasthan,Kota,2 to 5 Pre Monsoon (in mbgl)
2020-21,Goa,Tiswadi,5 to 10 Pre Monsoon (in mbgl)
2021-22,Bihar,Nawada,5 to 10 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Mahoba,2 to 5 Pre Monsoon (in mbgl)
2020-21,Karnataka,Gadag,5 to 10 Pre Monsoon (in mbgl)
2020-21,Maharashtra,Sindhudurg,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Perambalur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Assam,Charaideo,2 to 5 Pre Monsoon (in mbgl)
2020-21,Chhattisgarh,Narayanpur,5 to 10 Pre Monsoon (in mbgl)
2020-21,Haryana,Hisar,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Datia,10 to 20 Pre Monsoon (in mbgl)
2020-21,Punjab,Bathinda,10 to 20 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Samba,2 to 5 Pre Monsoon (in mbgl)
2021-22,Andaman and Nicobar Islands,North Andaman,0 to 2 Pre Monsoon (in mbgl)
2021-22,Assam,Kamrup,2 to 5 Pre Monsoon (in mbgl)
2021-22,Uttar Pradesh,Sambhal,10 to 20 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Gonda,2 to 5 Pre Monsoon (in mbgl)
2019-20,West Bengal,Malda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Tamil Nadu,Chennai,2 to 5 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Shravasti,2 to 5 Pre Monsoon (in mbgl)
2021-22,Kerala,Pathanamthitta,5 to 10 Pre Monsoon (in mbgl)
2021-22,Kerala,Ernakulam,2 to 5 Pre Monsoon (in mbgl)
2019-20,Haryana,Charkhi Dadri,>40 Pre Monsoon (in mbgl)
2019-20,Uttar Pradesh,Pilibhit,2 to 5 Pre Monsoon (in mbgl)
2020-21,Assam,Biswanath,2 to 5 Pre Monsoon (in mbgl)
2019-20,West Bengal,Kalimpong,2 to 5 Pre Monsoon (in mbgl)
2021-22,Gujarat,Bharuch,5 to 10 Pre Monsoon (in mbgl)
2021-22,Himachal Pradesh,Solan,10 to 20 Pre Monsoon (in mbgl)
2020-21,Haryana,Jhajjar,2 to 5 Pre Monsoon (in mbgl)
2020-21,Odisha,Boudh,5 to 10 Pre Monsoon (in mbgl)
2020-21,Madhya Pradesh,Chhindwara,10 to 20 Pre Monsoon (in mbgl)
2020-21,Uttar Pradesh,Bhadohi,10 to 20 Pre Monsoon (in mbgl)
2019-20,Gujarat,Surendranagar,2 to 5 Pre Monsoon (in mbgl)
2019-20,Jammu and Kashmir,Jammu,2 to 5 Pre Monsoon (in mbgl)
2020-21,Gujarat,Kheda,5 to 10 Pre Monsoon (in mbgl)
2021-22,Haryana,Hisar,2 to 5 Pre Monsoon (in mbgl)
2020-21,Meghalaya,East Khasi Hills,2 to 5 Pre Monsoon (in mbgl)
2020-21,Rajasthan,Jhunjhunu,>40 Pre Monsoon (in mbgl)
2021-22,Odisha,Ganjam,2 to 5 Pre Monsoon (in mbgl)
2019-20,Odisha,Nuapada,2 to 5 Pre Monsoon (in mbgl)
